mode,load,0_densenet201-4,1_mobilenet_v3_large-16,2_squeezenet1_0-32
mps-uncap,0.8,224.5199680328369,118.33405494689941,214.43581581115723
mps-uncap,0.9,1476.5019416809082,327.47578620910645,1063.8535022735596
mps-uncap,1.0,1851.191520690918,949.0501880645752,10263.465166091919
mps-uncap,0.5,82.81517028808594,40.24910926818848,60.02497673034668
mps-uncap,0.6,104.86173629760742,54.5506477355957,74.60856437683105
mps-uncap,0.7,184.9367618560791,77.17108726501465,117.7065372467041
mps-uncap,0.1,34.244537353515625,20.09105682373047,19.51885223388672
mps-uncap,0.2,50.40478706359863,22.30548858642578,24.61409568786621
mps-uncap,0.3,57.88230895996094,27.20355987548828,34.56449508666992
mps-uncap,0.4,67.28410720825195,26.415586471557617,28.974533081054688
