mode,load,0_mobilenet_v3_small-4,1_mobilenet_v3_small-4
mig,0.1,9.344816207885742,9.284019470214844
mig,0.2,11.462450027465822,11.379361152648926
mig,0.3,10.389471054077148,10.412931442260742
mig,0.4,8.87904167175293,8.889389038085938
mig,0.5,7.4802398681640625,7.568359374999999
mig,0.6,7.550525665283202,7.205462455749514
mig,0.7,10.306096076965337,11.391544342041021
mig,0.8,14.299702644348145,13.542890548706055
mig,0.9,31.163263320922855,27.561664581298828
mig,1.0,574.120044708252,370.9870815277101
