mode,load,0_mobilenet_v3_small-4,1_mobilenet_v3_small-4
mig,0.1,2.3212432861328125,2.338409423828125
mig,0.2,2.3632049560546875,2.366304397583008
mig,0.3,2.3360252380371094,2.3069381713867188
mig,0.4,2.3088455200195312,2.320528030395508
mig,0.5,2.3436546325683594,2.362489700317383
mig,0.6,2.290487289428711,2.2819042205810547
mig,0.7,2.3348331451416016,2.360105514526367
mig,0.8,2.3374557495117188,2.3043155670166016
mig,0.9,2.3262500762939453,2.343893051147461
mig,1.0,2.3970603942871094,2.334117889404297
