mode,load,0_mobilenet_v3_small-4,1_mobilenet_v3_small-4
mig,0.1,2.2821426391601562,2.315521240234375
mig,0.2,2.319812774658203,2.299785614013672
mig,0.3,2.297639846801758,2.2497177124023438
mig,0.4,2.2716522216796875,2.2919178009033203
mig,0.5,2.312898635864258,2.3283958435058594
mig,0.6,2.251148223876953,2.2385120391845703
mig,0.7,2.2962093353271484,2.3267269134521484
mig,0.8,2.3081302642822266,2.2652149200439453
mig,0.9,2.2821426391601562,2.293825149536133
mig,1.0,2.252817153930664,2.259969711303711
