mode,load,0_mobilenet_v3_small-4,1_mobilenet_v3_small-4
mig,0.1,9.265661239624023,8.65957736968994
mig,0.2,14.168481826782191,13.91494274139404
mig,0.3,13.915870189666752,14.11818504333496
mig,0.4,11.997861862182585,11.731395721435542
mig,0.5,11.250829696655252,10.509309768676756
mig,0.6,10.575859546661375,11.838395595550539
mig,0.7,19.206011295318646,18.623714447021474
mig,0.8,20.631740093231205,25.171506404876705
mig,0.9,49.20541763305663,44.289922714233406
mig,1.0,621.70352935791,467.6250648498535
