mode,load,0_efficientnet_b5-8,1_vgg13-4,2_vgg19-8
mps-uncap,0.8,206.95164442062367,52.38177299499511,100.09542226791365
mps-uncap,0.9,786.307783126831,163.5802268981935,650.2036094665526
mps-uncap,1.0,6208.828973770142,3268.286507129669,4681.114428043366
mps-uncap,0.5,72.82203912734985,17.527027130127056,33.362705707550006
mps-uncap,0.6,90.81795692443852,23.422231674194332,41.250336170196505
mps-uncap,0.7,145.63613414764413,35.892028808593764,64.43653106689455
mps-uncap,0.1,39.10531044006348,9.584202766418453,18.133592605590817
mps-uncap,0.2,46.41336441040039,9.717903137207022,19.29613113403319
mps-uncap,0.3,46.32766246795657,11.401410102844206,20.89986801147462
mps-uncap,0.4,47.267532348632855,14.016141891479503,25.82240104675293
