mode,load,0_efficientnet_b5-8,1_vgg13-4,2_vgg19-8
mps-uncap,0.8,249.68528747558594,73.78339767456055,159.22164916992188
mps-uncap,0.9,914.5445823669434,200.606107711792,722.3682403564453
mps-uncap,1.0,6292.458772659302,3312.15763092041,4762.252330780029
mps-uncap,0.5,91.66240692138672,27.5726318359375,52.037954330444336
mps-uncap,0.6,141.3731575012207,46.675682067871094,55.86051940917969
mps-uncap,0.7,176.38254165649414,66.65658950805664,98.67095947265625
mps-uncap,0.1,53.52663993835449,13.911008834838867,26.124238967895508
mps-uncap,0.2,49.432992935180664,13.96799087524414,27.78458595275879
mps-uncap,0.3,48.60424995422363,19.92940902709961,30.88665008544922
mps-uncap,0.4,72.5858211517334,19.751310348510742,37.11199760437012
