mode,load,0_efficientnet_b5-8,1_vgg13-4,2_vgg19-8
mps-uncap,0.8,8.066177368164062,4.179477691650391,10.010123252868652
mps-uncap,0.9,198.24957847595215,30.9445858001709,226.75228118896484
mps-uncap,1.0,4471.073269844055,2034.9996089935303,1934.340000152588
mps-uncap,0.5,0.03170967102050781,0.026226043701171875,0.026464462280273438
mps-uncap,0.6,0.028252601623535156,0.025033950805664062,0.4658699035644531
mps-uncap,0.7,0.029325485229492188,0.6194114685058594,4.67991828918457
mps-uncap,0.1,0.0438690185546875,0.0400543212890625,0.04029273986816406
mps-uncap,0.2,0.04112720489501953,0.03647804260253906,0.030040740966796875
mps-uncap,0.3,0.04076957702636719,0.026702880859375,0.028848648071289062
mps-uncap,0.4,0.031948089599609375,0.026464462280273438,0.026702880859375
