mode,load,0_efficientnet_b5-8,1_vgg13-4,2_vgg19-8
mps-uncap,0.8,57.65492677688598,8.99287223815918,13.383157253265379
mps-uncap,0.9,58.82399559020997,9.11877155303955,13.441514968872069
mps-uncap,1.0,59.48836803436278,9.234967231750488,13.438310623168945
mps-uncap,0.5,43.23976516723633,8.154163360595703,12.233028411865229
mps-uncap,0.6,51.425468921661405,8.614053726196287,12.993805408477783
mps-uncap,0.7,55.51692485809327,8.836727142333988,13.168478012084963
mps-uncap,0.1,38.343701362609856,8.799128532409664,12.986488342285156
mps-uncap,0.2,36.05714797973633,8.156862258911133,12.157201766967773
mps-uncap,0.3,34.985837936401374,7.651953697204588,11.78841590881348
mps-uncap,0.4,38.927817344665534,7.872915267944338,12.022018432617188
