mode,load,0_efficientnet_b5-8,1_vgg13-4,2_vgg19-8
mps-uncap,0.8,51.64837837219238,10.178327560424805,20.27273178100586
mps-uncap,0.9,254.03285026550293,38.14339637756348,238.02590370178223
mps-uncap,1.0,4526.511073112488,2042.6150560379028,1945.8208084106445
mps-uncap,0.5,23.504137992858887,4.46629524230957,9.215235710144043
mps-uncap,0.6,27.578353881835938,5.812525749206543,10.912179946899414
mps-uncap,0.7,36.06152534484863,7.071495056152344,13.984918594360352
mps-uncap,0.1,30.486464500427246,3.1480789184570312,7.319211959838867
mps-uncap,0.2,26.154279708862305,3.1914710998535156,7.55763053894043
mps-uncap,0.3,25.145769119262695,3.11279296875,7.6446533203125
mps-uncap,0.4,21.244287490844727,3.5817623138427734,8.675813674926758
