mode,load,0_efficientnet_b5-8,1_vgg13-4,2_vgg19-8
mps-uncap,0.8,125.48896165186854,454.45336780627866,591.94855586636
mps-uncap,0.9,142.81166488614434,520.0110454800171,675.0949509922623
mps-uncap,1.0,141.53172425351394,543.8613567671231,676.42674963554
mps-uncap,0.5,79.85687193772048,287.4549523160531,364.4864763944919
mps-uncap,0.6,101.39329771553678,343.78592502814536,443.8962358810518
mps-uncap,0.7,109.35530317797507,397.32453127489913,535.4646207785844
mps-uncap,0.1,15.027986246842095,56.47259925827309,76.19825977532771
mps-uncap,0.2,35.52673710003628,110.77441866436928,150.1483878816555
mps-uncap,0.3,44.01714874341956,168.87586840468876,220.38196228833095
mps-uncap,0.4,61.79704651632503,234.13583765867463,288.84007646500345
