mode,load,0_densenet169-4,1_efficientnet_b7-32,2_efficientnet_b7-4
mps-uncap,0.8,9.949922561645508,48.11382293701172,12.560606002807617
mps-uncap,0.9,9.919166564941406,48.15316200256348,12.66789436340332
mps-uncap,1.0,9.78708267211914,48.4013557434082,12.65263557434082
mps-uncap,0.5,9.654521942138672,47.9738712310791,12.822151184082031
mps-uncap,0.6,9.87696647644043,48.08545112609863,12.909889221191406
mps-uncap,0.7,9.809255599975586,48.1112003326416,12.716054916381836
mps-uncap,0.1,9.901046752929688,47.93047904968262,12.935876846313477
mps-uncap,0.2,9.921550750732422,47.94478416442871,12.560367584228516
mps-uncap,0.3,9.947061538696289,48.08187484741211,12.755632400512695
mps-uncap,0.4,9.898900985717773,47.959327697753906,12.888908386230469
