mode,load,0_densenet169-4,1_efficientnet_b7-32,2_efficientnet_b7-4
mps-uncap,0.8,0.012159347534179688,0.015020370483398438,0.012874603271484375
mps-uncap,0.9,0.012874603271484375,0.016689300537109375,0.0133514404296875
mps-uncap,1.0,0.0152587890625,0.0152587890625,0.016689300537109375
mps-uncap,0.5,0.010013580322265625,0.013828277587890625,0.013828277587890625
mps-uncap,0.6,0.012874603271484375,0.01621246337890625,0.012636184692382812
mps-uncap,0.7,0.01239776611328125,0.01621246337890625,0.0133514404296875
mps-uncap,0.1,0.024318695068359375,0.0247955322265625,0.019311904907226562
mps-uncap,0.2,0.018835067749023438,0.015497207641601562,0.022649765014648438
mps-uncap,0.3,0.012636184692382812,0.015020370483398438,0.013113021850585938
mps-uncap,0.4,0.0133514404296875,0.019073486328125,0.012874603271484375
