mode,load,0_densenet169-4,1_efficientnet_b7-32,2_efficientnet_b7-4
mps-uncap,0.8,31.859159469604492,54.53693866729736,43.875694274902344
mps-uncap,0.9,36.360979080200195,56.960344314575195,46.53918743133545
mps-uncap,1.0,40.87817668914795,58.06541442871094,48.10762405395508
mps-uncap,0.5,17.032384872436523,51.32102966308594,19.433975219726562
mps-uncap,0.6,17.15242862701416,52.192091941833496,21.584272384643555
mps-uncap,0.7,24.68276023864746,52.75440216064453,31.06224536895752
mps-uncap,0.1,23.616552352905273,48.04515838623047,29.39927577972412
mps-uncap,0.2,23.340463638305664,48.110246658325195,21.66306972503662
mps-uncap,0.3,18.207550048828125,49.569129943847656,21.310091018676758
mps-uncap,0.4,17.665386199951172,50.00805854797363,20.670652389526367
