mode,load,0_densenet169-4,1_efficientnet_b7-32,2_efficientnet_b7-4
mps-uncap,0.8,251.4667510986328,619.1391944885254,449.1453170776367
mps-uncap,0.9,388.00549507141113,803.3139705657959,621.5353012084961
mps-uncap,1.0,1588.7179374694824,2241.37020111084,869.3478107452393
mps-uncap,0.5,155.58528900146484,328.3088207244873,147.82047271728516
mps-uncap,0.6,168.9445972442627,363.9369010925293,214.9062156677246
mps-uncap,0.7,234.87496376037598,336.25245094299316,394.60134506225586
mps-uncap,0.1,54.80670928955078,95.44849395751953,55.0236701965332
mps-uncap,0.2,59.853315353393555,173.90775680541992,63.699960708618164
mps-uncap,0.3,65.83786010742188,181.1656951904297,91.91346168518066
mps-uncap,0.4,111.67502403259277,252.31218338012695,112.51282691955566
