mode,load,0_densenet169-4,1_efficientnet_b7-32,2_efficientnet_b7-4
mps-uncap,0.8,83.70804868828556,418.98354967985443,62.01837112927406
mps-uncap,0.9,93.34462779583998,481.28417161393446,70.74834523408398
mps-uncap,1.0,101.39408710079034,539.9361137374414,77.73181025736882
mps-uncap,0.5,51.641460699890395,281.1100464380063,38.313488428616694
mps-uncap,0.6,63.74281963360086,308.6561878265293,46.23326556372594
mps-uncap,0.7,73.52460254992641,374.88667586089633,51.489323391830624
mps-uncap,0.1,9.715265782804662,46.808966015165254,7.724364769302204
mps-uncap,0.2,21.01254656939689,102.95479734196144,14.921071160520503
mps-uncap,0.3,31.448036721482378,152.15180051063498,22.189045584331144
mps-uncap,0.4,41.340919138694225,231.7169830072159,30.645036108469817
