mode,load,0_densenet169-4,1_efficientnet_b7-32,2_efficientnet_b7-4
mps-uncap,0.8,41.42618179321289,100.48913955688477,51.847100257873535
mps-uncap,0.9,73.73309135437012,148.8208770751953,80.56640625
mps-uncap,1.0,420.4612970352173,350.95906257629395,156.63480758666992
mps-uncap,0.5,20.849943161010742,53.96151542663574,23.2241153717041
mps-uncap,0.6,23.442387580871582,56.734442710876465,33.953189849853516
mps-uncap,0.7,34.227848052978516,77.80766487121582,43.17271709442139
mps-uncap,0.1,23.70905876159668,48.11811447143555,29.473066329956055
mps-uncap,0.2,23.61011505126953,49.08764362335205,21.902918815612793
mps-uncap,0.3,20.44963836669922,50.16827583312988,21.87037467956543
mps-uncap,0.4,18.518447875976562,52.42776870727539,22.127866744995117
