mode,load,0_mobilenet_v3_large-32,1_mobilenet_v3_large-32,2_mobilenet_v3_large-32,3_mobilenet_v3_large-32
mig,0.1,16.353607177734375,16.48235321044922,16.469240188598633,28.1832218170166
mig,0.2,16.36648178100586,16.490936279296875,16.507625579833984,28.21040153503418
mig,0.3,16.365528106689453,16.521692276000977,16.486167907714844,28.228282928466797
mig,0.4,16.39080047607422,16.498088836669922,16.492128372192383,28.213024139404297
mig,0.5,16.366958618164062,16.50404930114746,16.505956649780273,28.206825256347656
mig,0.6,16.336441040039062,16.489505767822266,16.49951934814453,28.191328048706055
mig,0.7,16.384363174438477,16.509294509887695,16.48712158203125,28.20301055908203
mig,0.8,16.36648178100586,16.476154327392578,16.493797302246094,28.17511558532715
mig,0.9,16.3726806640625,16.51144027709961,16.490936279296875,28.183698654174805
mig,1.0,16.333818435668945,16.470670700073242,16.470909118652344,28.165817260742188
