mode,load,0_mobilenet_v3_large-32,1_mobilenet_v3_large-32,2_mobilenet_v3_large-32,3_mobilenet_v3_large-32
mig,0.1,14.478731155395513,16.057109832763675,15.39878845214844,37.36746311187744
mig,0.2,21.10347747802735,21.53902053833008,23.384380340576183,45.922088623046875
mig,0.3,26.434326171875,25.978708267211914,26.592612266540527,47.78933525085449
mig,0.4,28.848600387573246,29.39410209655762,30.744910240173347,56.8852424621582
mig,0.5,36.160826683044434,37.979936599731445,35.72816848754883,70.41463851928711
mig,0.6,49.86605644226077,45.64309120178223,43.66374015808111,77.62041091918947
mig,0.7,55.89380264282228,50.74863433837891,58.45022201538086,102.24013328552246
mig,0.8,89.15185928344727,70.65248489379883,78.45973968505861,141.39933586120605
mig,0.9,143.52691173553467,209.96804237365723,157.01837539672846,301.55906677246105
mig,1.0,831.3013315200806,861.9590044021606,1018.7315940856934,907.007646560669
