mode,load,0_mobilenet_v3_large-32,1_mobilenet_v3_large-32,2_mobilenet_v3_large-32,3_mobilenet_v3_large-32
mig,0.1,14.261007308959961,14.390373229980469,14.39971923828125,27.523350715637207
mig,0.2,14.239311218261719,14.382433891296387,14.387941360473633,27.512598037719727
mig,0.3,14.232969284057617,14.371156692504883,14.377593994140625,27.512550354003906
mig,0.4,14.244794845581055,14.36617374420166,14.36922550201416,27.61673927307129
mig,0.5,14.26231861114502,14.402627944946289,14.37373161315918,27.70404815673828
mig,0.6,14.471435546875,14.518976211547852,14.549446105957031,27.756977081298828
mig,0.7,14.427995681762695,14.647912979125977,14.68515396118164,27.803874015808105
mig,0.8,14.551877975463867,14.66989517211914,14.601898193359375,27.874231338500977
mig,0.9,14.582395553588867,14.66517448425293,14.66665267944336,27.8658390045166
mig,1.0,14.701247215270996,14.957261085510254,14.95504379272461,27.928853034973145
