mode,load,0_mobilenet_v3_large-32,1_mobilenet_v3_large-32,2_mobilenet_v3_large-32,3_mobilenet_v3_large-32
mig,0.1,20.122051239013672,17.47870445251465,13.60011100769043,71.94662094116211
mig,0.2,34.681081771850586,26.34596824645996,39.43800926208496,64.6979808807373
mig,0.3,36.24773025512695,42.32621192932129,50.72164535522461,63.439130783081055
mig,0.4,64.45598602294922,73.38285446166992,54.344892501831055,93.93620491027832
mig,0.5,90.35444259643555,84.18869972229004,69.27609443664551,201.72739028930664
mig,0.6,125.15068054199219,90.37923812866211,131.67142868041992,206.9854736328125
mig,0.7,118.50357055664062,135.00285148620605,143.69463920593262,247.98011779785156
mig,0.8,199.6173858642578,166.2120819091797,138.36669921875,297.03426361083984
mig,0.9,341.46785736083984,517.2865390777588,280.7433605194092,458.4965705871582
mig,1.0,1049.6234893798828,987.7214431762695,1577.2454738616943,1053.6472797393799
