mode,load,0_mobilenet_v3_large-32,1_mobilenet_v3_large-32,2_mobilenet_v3_large-32,3_mobilenet_v3_large-32
mig,0.1,14.122247695922852,14.280557632446289,14.271259307861328,27.405261993408203
mig,0.2,14.139890670776367,14.277458190917969,14.293909072875977,27.41074562072754
mig,0.3,14.13106918334961,14.269351959228516,14.280557632446289,27.416467666625977
mig,0.4,14.136552810668945,14.277458190917969,14.264822006225586,27.408599853515625
mig,0.5,14.128923416137695,14.271020889282227,14.268636703491211,27.41694450378418
mig,0.6,14.134883880615234,14.269590377807617,14.2669677734375,27.40764617919922
mig,0.7,14.135599136352539,14.259815216064453,14.27149772644043,27.392864227294922
mig,0.8,14.137029647827148,14.253854751586914,14.267921447753906,27.40001678466797
mig,0.9,14.13273811340332,14.263391494750977,14.265775680541992,27.403831481933594
mig,1.0,14.14632797241211,14.270544052124023,14.268636703491211,27.399301528930664
