mode,load,0_mobilenet_v3_large-32,1_mobilenet_v3_large-32,2_mobilenet_v3_large-32,3_mobilenet_v3_large-32
mig,0.1,14.219999313354492,14.351844787597656,14.359474182128906,27.485251426696777
mig,0.2,14.203310012817383,14.342427253723145,14.342784881591797,27.465343475341797
mig,0.3,14.18161392211914,14.316082000732422,14.31739330291748,27.456045150756836
mig,0.4,14.16158676147461,14.299631118774414,14.295339584350586,27.43983268737793
mig,0.5,14.152050018310547,14.285564422607422,14.288663864135742,27.43053436279297
mig,0.6,14.148950576782227,14.283418655395508,14.286994934082031,27.426838874816895
mig,0.7,14.145135879516602,14.281272888183594,14.282941818237305,27.4202823638916
mig,0.8,14.148712158203125,14.272689819335938,14.281272888183594,27.41551399230957
mig,0.9,14.145612716674805,14.269828796386719,14.27006721496582,27.40931510925293
mig,1.0,14.145374298095703,14.276504516601562,14.27602767944336,27.411222457885742
