mode,load,0_mobilenet_v3_large-32,1_mobilenet_v3_large-32,2_mobilenet_v3_large-32,3_mobilenet_v3_large-32
mig,0.1,14.789619445800781,14.754180908203125,14.878525733947756,27.889277935028076
mig,0.2,14.69827651977539,14.918932914733887,14.916887283325195,28.140482902526855
mig,0.3,14.79130744934082,14.937682151794434,14.923250675201416,28.137493133544922
mig,0.4,14.838228225708008,14.982235431671143,14.965486526489258,28.128671646118164
mig,0.5,14.856874942779541,15.00072956085205,14.980335235595703,28.127546310424805
mig,0.6,14.898166656494142,15.039634704589842,15.050349235534663,28.138282299041748
mig,0.7,14.892454147338864,15.055341720581048,15.082931518554688,28.142218589782715
mig,0.8,14.91807699203491,15.05894660949707,15.059881210327148,28.12798500061035
mig,0.9,15.064704418182375,15.177807807922363,15.125470161437988,28.125429153442383
mig,1.0,15.428674221038818,15.579185485839844,15.602514743804932,28.13100814819336
