mode,load,0_mobilenet_v3_large-32,1_mobilenet_v3_large-32,2_mobilenet_v3_large-32,3_mobilenet_v3_large-32
mig,0.1,26.21565341949463,26.912145614624016,26.959052085876483,65.83826065063487
mig,0.2,33.29863071441651,31.038775444030748,36.51407718658448,71.22094154357914
mig,0.3,39.82342720031735,38.50821971893312,45.31552791595454,70.11916637420646
mig,0.4,48.24047088623042,51.12680435180665,51.16005420684819,91.49103164672857
mig,0.5,61.89000606536865,62.84877300262448,63.49808692932134,153.57144355773858
mig,0.6,97.48211860656745,73.59399795532221,79.08954143524167,139.2418265342713
mig,0.7,107.53955841064388,97.19220161437948,109.32066440582268,168.36310386657732
mig,0.8,153.22748422622672,136.46140098571783,128.4498405456543,249.83010292053223
mig,0.9,273.4052896499636,447.89949893951405,241.81030750274658,425.1508903503414
mig,1.0,986.9272947311399,956.3293528556825,1516.2976384162903,1006.2276577949525
