mode,load,0_mobilenet_v3_large-32,1_mobilenet_v3_large-32,2_mobilenet_v3_large-32,3_mobilenet_v3_large-32
mig,0.1,34.247398376464844,31.761646270751953,28.520822525024414,99.3659496307373
mig,0.2,48.851728439331055,40.625810623168945,53.724050521850586,92.11134910583496
mig,0.3,50.36759376525879,56.589603424072266,64.99290466308594,90.87300300598145
mig,0.4,78.59468460083008,87.65602111816406,68.59374046325684,121.3846206665039
mig,0.5,104.49051856994629,98.45948219299316,83.56451988220215,229.13265228271484
mig,0.6,139.29414749145508,104.63905334472656,145.9333896636963,234.38024520874023
mig,0.7,132.63702392578125,149.26958084106445,157.9596996307373,275.36630630493164
mig,0.8,213.74964714050293,180.87530136108398,152.65846252441406,324.42688941955566
mig,0.9,355.5948734283447,531.5546989440918,295.54057121276855,485.8884811401367
mig,1.0,1064.1529560089111,1002.6414394378662,1591.5112495422363,1081.0418128967285
