mode,load,0_mobilenet_v3_large-32,1_mobilenet_v3_large-32,2_mobilenet_v3_large-32,3_mobilenet_v3_large-32
mig,0.1,12.035126686096191,12.594709396362296,12.651448249816912,38.44130039215098
mig,0.2,19.152078628540043,16.74991130828856,22.222175598144545,43.818130493164105
mig,0.3,25.683879852294883,24.243187904357924,31.04416131973262,42.69561767578116
mig,0.4,34.104385375976506,36.86218976974488,36.60093307495119,64.06140327453619
mig,0.5,47.30987548828125,48.566322326660135,49.20593261718755,126.14995002746515
mig,0.6,83.35499763488777,59.307336807250906,64.80658054351804,111.7459321022034
mig,0.7,93.3569622039788,82.9116439819332,95.04401683807365,140.9451365470888
mig,0.8,138.7529015541076,122.19157218933111,113.97912025451663,222.42386817932132
mig,0.9,259.09682512283337,433.3682775497434,227.5445222854614,397.53878593444784
mig,1.0,972.1740126609801,941.6822600364685,1501.7753052711487,978.4059405326843
