mode,load,0_alexnet-4,1_efficientnet_b6-32,2_resnet101-4
mps-uncap,0.8,1305.6550752595233,558.5485813299036,134.8163855619098
mps-uncap,0.9,1372.7996304328597,641.6257425746234,153.07171450616622
mps-uncap,1.0,1453.6694853302758,619.9202492586627,175.65464925726982
mps-uncap,0.5,813.2639329183713,319.1059437755029,83.87715812957198
mps-uncap,0.6,984.2033383209292,396.8576494003945,99.57201019694972
mps-uncap,0.7,1156.8190428905832,489.01225248749193,117.07415881737998
mps-uncap,0.1,166.36672189423112,71.27343269667534,16.848367075368458
mps-uncap,0.2,333.988373339135,118.7250919773585,33.142841649892056
mps-uncap,0.3,501.3528519660061,195.93783247133373,50.83221265434036
mps-uncap,0.4,656.2162451773622,243.98422803824963,66.44241712887067
