mode,load,0_alexnet-4,1_efficientnet_b6-32,2_resnet101-4
mps-uncap,0.8,75.86121559143066,721.5445041656494,225.4652976989746
mps-uncap,0.9,4802.635669708252,2521.0697650909424,1666.269302368164
mps-uncap,1.0,6133.276462554932,7054.793119430542,681.1890602111816
mps-uncap,0.5,25.036334991455078,212.53585815429688,90.54255485534668
mps-uncap,0.6,31.023740768432617,271.777868270874,82.5204849243164
mps-uncap,0.7,30.21526336669922,411.72218322753906,170.03250122070312
mps-uncap,0.1,10.854244232177734,99.52783584594727,40.55070877075195
mps-uncap,0.2,11.458873748779297,114.26210403442383,46.556711196899414
mps-uncap,0.3,14.352083206176758,166.98551177978516,60.54258346557617
mps-uncap,0.4,20.435333251953125,176.4993667602539,49.99279975891113
