mode,load,0_alexnet-4,1_efficientnet_b6-32,2_resnet101-4
mps-uncap,0.8,5.1407432556152335,53.16650390624998,28.650259971618656
mps-uncap,0.9,5.604944229125975,50.80784559249878,34.019527435302734
mps-uncap,1.0,5.233943462371826,52.75754690170288,29.346108436584473
mps-uncap,0.5,5.043845176696777,49.90917682647705,31.70693635940551
mps-uncap,0.6,4.975461959838867,52.91318893432618,27.489194869995114
mps-uncap,0.7,4.720442295074464,54.12105560302734,31.21488571166992
mps-uncap,0.1,4.685163497924806,63.00318241119383,27.324128150939934
mps-uncap,0.2,4.283418655395506,49.72410202026367,28.52865219116211
mps-uncap,0.3,4.477937221527098,49.34561729431152,28.639795780181892
mps-uncap,0.4,4.805002212524415,50.18122911453247,27.247519493103024
