mode,load,0_densenet121-32,1_efficientnet_b6-32,2_mobilenet_v2-32,3_mobilenet_v2-8
mps-uncap,1.0,0.0007152557373046875,0.000476837158203125,0.0007152557373046875,0.000476837158203125
