mode,load,0_efficientnet_b6-8,1_mobilenet_v3_large-4,2_resnet34-2
mps-uncap,0.8,17.83883571624756,4.944324493408203,3.473043441772461
mps-uncap,0.9,17.654895782470703,4.972934722900391,3.499746322631836
mps-uncap,1.0,17.79913902282715,4.9114227294921875,3.6160945892333984
mps-uncap,0.5,17.948627471923828,4.940509796142578,3.596782684326172
mps-uncap,0.6,18.040776252746582,4.995822906494141,3.525257110595703
mps-uncap,0.7,17.884254455566406,5.052089691162109,3.596067428588867
mps-uncap,0.1,20.68507671356201,10.676264762878418,7.773280143737793
mps-uncap,0.2,19.043564796447754,6.36744499206543,5.748391151428223
mps-uncap,0.3,18.098831176757812,5.123376846313477,4.120826721191406
mps-uncap,0.4,18.461942672729492,5.023479461669922,3.6399364471435547
