mode,load,0_efficientnet_b6-8,1_mobilenet_v3_large-4,2_resnet34-2
mps-uncap,0.8,262.64082193374674,7890.441365242004,101.93157196044922
mps-uncap,0.9,547.2581386566161,13594.543743133545,2351.0095834732056
mps-uncap,1.0,5160.62686920166,17015.283060073853,11518.945627212524
mps-uncap,0.5,90.6326293945312,43.283116817474486,21.818437576293963
mps-uncap,0.6,109.78084802627555,77.77738094329835,29.30654525756824
mps-uncap,0.7,153.3926057815551,1660.8836650848389,63.109726905822754
mps-uncap,0.1,43.83629083633423,27.648570537567146,18.851995468139613
mps-uncap,0.2,50.27872085571294,22.721214294433597,18.22198152542109
mps-uncap,0.3,50.419688224792495,21.526873111724854,15.680942535400387
mps-uncap,0.4,68.621826171875,26.008307933807377,15.127224922180178
