mode,load,0_efficientnet_b6-8,1_mobilenet_v3_large-4,2_resnet34-2
mps-uncap,0.8,47.01948165893555,3833.925724029541,18.1046724319458
mps-uncap,0.9,81.0391902923584,6921.608924865723,894.5672512054443
mps-uncap,1.0,2652.2533893585205,8428.983688354492,5553.1487464904785
mps-uncap,0.5,24.071455001831055,8.667588233947754,5.420923233032227
mps-uncap,0.6,29.393672943115234,14.194250106811523,7.054567337036133
mps-uncap,0.7,37.09578514099121,376.23000144958496,11.502504348754883
mps-uncap,0.1,22.909045219421387,11.124372482299805,7.879972457885742
mps-uncap,0.2,20.000696182250977,8.438348770141602,6.605625152587891
mps-uncap,0.3,19.21379566192627,6.59334659576416,5.099296569824219
mps-uncap,0.4,19.542813301086426,7.121682167053223,4.482507705688477
