mode,load,0_efficientnet_b6-8,1_mobilenet_v3_large-4,2_resnet34-2
mps-uncap,0.8,19.792795181274414,6.518959999084469,5.055346488952637
mps-uncap,0.9,19.281415939331055,6.139650344848629,5.018041133880616
mps-uncap,1.0,19.632482528686523,5.469875335693363,6.001324653625487
mps-uncap,0.5,20.461301803588867,5.946657657623292,6.451311111450196
mps-uncap,0.6,20.383381843566887,5.733518600463868,6.394624710083008
mps-uncap,0.7,19.37978744506836,6.750154495239253,6.680107116699219
mps-uncap,0.1,33.02100419998169,11.890730857849123,8.498799800872803
mps-uncap,0.2,31.489069461822513,11.308689117431644,7.943897247314452
mps-uncap,0.3,22.82354831695557,8.992373943328857,7.408552169799801
mps-uncap,0.4,20.875239372253418,7.005131244659424,5.744154453277588
