mode,load,0_efficientnet_b6-8,1_mobilenet_v3_large-4,2_resnet34-2
mps-uncap,0.8,33.002614974975586,18.99576187133789,17.078161239624023
mps-uncap,0.9,32.70125389099121,18.128395080566406,17.546415328979492
mps-uncap,1.0,26.983022689819336,13.576269149780273,12.384891510009766
mps-uncap,0.5,32.75442123413086,16.61372184753418,13.263225555419922
mps-uncap,0.6,31.24547004699707,13.048648834228516,8.601665496826172
mps-uncap,0.7,29.636859893798828,17.5778865814209,17.057418823242188
mps-uncap,0.1,33.544301986694336,14.56594467163086,10.039091110229492
mps-uncap,0.2,32.99713134765625,11.912345886230469,8.982658386230469
mps-uncap,0.3,29.016733169555664,14.961004257202148,14.406919479370117
mps-uncap,0.4,33.011436462402344,13.80777359008789,13.193368911743164
