mode,load,0_efficientnet_b6-8,1_mobilenet_v3_large-4,2_resnet34-2
mps-uncap,0.8,314.10717964172363,7937.756538391113,144.0730094909668
mps-uncap,0.9,686.7194175720215,13687.004566192627,2392.6875591278076
mps-uncap,1.0,5234.588146209717,17133.559703826904,11600.712299346924
mps-uncap,0.5,145.65181732177734,90.12603759765625,37.43433952331543
mps-uncap,0.6,146.89326286315918,95.54624557495117,44.425249099731445
mps-uncap,0.7,192.6276683807373,1717.503309249878,98.94633293151855
mps-uncap,0.1,48.25234413146973,40.7261848449707,25.521516799926758
mps-uncap,0.2,71.66671752929688,33.27202796936035,26.148080825805664
mps-uncap,0.3,65.19389152526855,32.8216552734375,22.533416748046875
mps-uncap,0.4,103.95979881286621,42.52910614013672,28.734207153320312
