mode,load,0_densenet169-32,1_mobilenet_v2-32,2_mobilenet_v3_small-32,3_squeezenet1_0-2
mps-uncap,1.0,0.0007152557373046875,0.0064373016357421875,0.010251998901367188,0.0026226043701171875
