mode,load,0_vgg16-2,1_efficientnet_b6-2,2_squeezenet1_1-4
mps-uncap,0.6,2.833127975463867,18.080472946166992,1.9135475158691406
mig,0.6,4.310846328735352,17.499446868896484,2.0987987518310547
mps-uncap,0.7,3.026723861694336,17.834901809692383,1.9083023071289062
mig,0.7,4.267692565917969,17.809152603149414,2.054929733276367
mps-uncap,0.8,2.9649734497070312,18.31662654876709,1.983642578125
mig,0.8,4.108428955078125,17.66371726989746,1.8677711486816406
mps-uncap,0.9,2.883434295654297,18.09978485107422,2.0513534545898438
mig,0.9,4.085063934326172,17.405271530151367,1.8184185028076172
mps-uncap,1.0,2.9022693634033203,18.018484115600586,2.1736621856689453
mig,1.0,4.082441329956055,17.224788665771484,1.8124580383300781
mps-uncap,1.1,2.905607223510742,18.364429473876953,2.2742748260498047
mig,1.1,4.082918167114258,17.300128936767578,1.810312271118164
mps-uncap,1.2,2.9294490814208984,18.600940704345703,2.379775047302246
mig,1.2,4.082918167114258,17.24529266357422,1.8053054809570312
mps-uncap,1.3,2.9501914978027344,18.590211868286133,2.452850341796875
mig,1.3,4.0874481201171875,17.319202423095703,1.827239990234375
