mode,load,0_resnet152-2,1_vgg19-2,2_vgg19-2
mps-uncap,0.8,7.435321807861328,2.247333526611328,2.251148223876953
mps-uncap,0.9,7.496356964111328,2.253293991088867,2.256155014038086
mps-uncap,1.0,8.509635925292969,2.262592315673828,2.298593521118164
mps-uncap,0.5,7.339000701904297,2.223968505859375,2.23541259765625
mps-uncap,0.6,7.368803024291992,2.240896224975586,2.2497177124023438
mps-uncap,0.7,7.347822189331055,2.241373062133789,2.251148223876953
mps-uncap,0.1,7.417201995849609,2.264261245727539,2.238035202026367
mps-uncap,0.2,7.3108673095703125,2.2487640380859375,2.242565155029297
mps-uncap,0.3,7.388114929199219,2.257108688354492,2.248525619506836
mps-uncap,0.4,7.249593734741211,2.2459030151367188,2.246856689453125
