mode,load,0_resnet152-2,1_vgg19-2,2_vgg19-2
mps-uncap,0.8,17.63642311096191,4.566965103149413,4.590120315551758
mps-uncap,0.9,19.535853862762455,4.565954208374023,4.706859588623047
mps-uncap,1.0,20.192277431488037,4.721705913543701,4.874334335327148
mps-uncap,0.5,17.777395248413086,4.133758544921874,4.247255325317383
mps-uncap,0.6,17.965011596679688,4.3236541748046875,4.22724723815918
mps-uncap,0.7,17.482860088348396,4.3165040016174325,4.417304992675781
mps-uncap,0.1,19.303035736083984,3.731448650360108,3.712682723999024
mps-uncap,0.2,19.99442577362061,3.9952301979064955,3.9834833145141597
mps-uncap,0.3,18.694143295288082,4.053506851196289,4.071168899536133
mps-uncap,0.4,18.445634841918945,4.1611528396606445,4.162626266479492
