mode,load,0_resnet152-2,1_vgg19-2,2_vgg19-2
mps-uncap,0.8,19.512176513671875,5.928277969360352,5.654811859130859
mps-uncap,0.9,20.892620086669922,4.973173141479492,5.205631256103516
mps-uncap,1.0,21.126270294189453,6.059169769287109,5.868196487426758
mps-uncap,0.5,18.853187561035156,4.677534103393555,4.783391952514648
mps-uncap,0.6,19.39845085144043,4.858732223510742,4.706859588623047
mps-uncap,0.7,18.796443939208984,4.767417907714844,5.027055740356445
mps-uncap,0.1,20.612001419067383,4.355430603027344,4.267215728759766
mps-uncap,0.2,20.101308822631836,4.548311233520508,4.453420639038086
mps-uncap,0.3,19.509315490722656,4.469633102416992,4.523992538452148
mps-uncap,0.4,20.827293395996094,4.679203033447266,4.458189010620117
