mode,load,0_efficientnet_b7-32,1_mobilenet_v2-32,2_mobilenet_v3_small-8,3_resnet50-32
mps-uncap,1.0,0.000476837158203125,0.000476837158203125,0.000476837158203125,0.000476837158203125
