mode,load,0_inception_v3-4,1_resnet50-4,2_vgg19-32
mps-uncap,0.8,4.812955856323242,2.833843231201172,20.250320434570312
mps-uncap,0.9,4.789113998413086,2.74658203125,20.244121551513672
mps-uncap,1.0,4.793882369995117,2.7582645416259766,20.299673080444336
mps-uncap,0.5,4.809856414794922,2.834796905517578,20.190715789794922
mps-uncap,0.6,4.806756973266602,2.757549285888672,20.2023983001709
mps-uncap,0.7,4.829883575439453,2.7952194213867188,20.223617553710938
mps-uncap,0.1,5.827665328979492,2.7441978454589844,20.165443420410156
mps-uncap,0.2,4.897594451904297,2.8524398803710938,20.12944221496582
mps-uncap,0.3,4.830121994018555,2.7899742126464844,20.1413631439209
mps-uncap,0.4,4.889011383056641,2.7947425842285156,20.157814025878906
