mode,load,0_inception_v3-4,1_resnet50-4,2_vgg19-32
mps-uncap,0.8,46.75995349884033,28.997421264648438,23.965160846710205
mps-uncap,0.9,47.18775749206543,30.285739898681662,24.187564849853516
mps-uncap,1.0,46.44890069961548,29.467463493347168,24.1141414642334
mps-uncap,0.5,42.40460395812989,24.78208065032959,23.14128875732422
mps-uncap,0.6,43.75557899475097,25.129842758178704,23.40803146362305
mps-uncap,0.7,45.83725929260254,27.474002838134766,23.603715896606445
mps-uncap,0.1,24.657564163208004,20.816903114318848,21.506357192993164
mps-uncap,0.2,29.082992076873754,22.048549652099606,21.80264949798584
mps-uncap,0.3,34.68447685241699,22.39609718322754,22.009117603302006
mps-uncap,0.4,40.625553131103516,24.041724205017086,22.59354114532471
