mode,load,0_inception_v3-4,1_resnet50-4,2_vgg19-32
mps-uncap,0.8,89.76211547851562,63.81046772003174,128.72190475463867
mps-uncap,0.9,322.5376605987549,143.74446868896484,355.0829887390139
mps-uncap,1.0,527.7904748916627,720.1907634735107,419.3495750427249
mps-uncap,0.5,35.28995513916016,22.693729400634766,43.59912872314453
mps-uncap,0.6,42.60668754577637,31.973838806152344,61.05160713195801
mps-uncap,0.7,61.09261512756348,38.61088752746583,79.06804084777832
mps-uncap,0.1,14.08839225769043,10.90211868286133,21.269083023071293
mps-uncap,0.2,22.734117507934574,17.802238464355472,30.168652534484867
mps-uncap,0.3,26.189231872558594,19.169425964355476,34.47561264038086
mps-uncap,0.4,31.166458129882812,21.957778930664062,40.58432579040527
