mode,load,0_inception_v3-4,1_resnet50-4,2_vgg19-32
mps-uncap,0.8,75.19404624238861,133.88953493641165,1106.4540100135741
mps-uncap,0.9,89.7785024310093,157.651285262816,1258.7690366634226
mps-uncap,1.0,98.56909296509802,169.4761875692101,1264.0254246478726
mps-uncap,0.5,50.75065616449182,83.11703761466144,642.4227476375518
mps-uncap,0.6,59.98762171583143,96.04880328103397,779.5154045584566
mps-uncap,0.7,64.67866383883559,115.5050924981103,929.2055271601653
mps-uncap,0.1,9.089379941154302,16.100934027555905,125.67450270236449
mps-uncap,0.2,19.51171612750295,33.48744331654027,255.7256452930041
mps-uncap,0.3,29.049278499031807,48.40751896164009,383.72500689329314
mps-uncap,0.4,37.80129041900072,68.14680824096318,546.2937799326306
