mode,load,0_inception_v3-4,1_resnet50-4,2_vgg19-32
mps-uncap,0.8,179.98480796813965,181.1082363128662,244.3099021911621
mps-uncap,0.9,889.3189430236816,284.67559814453125,661.3807678222656
mps-uncap,1.0,1058.321237564087,935.4429244995117,675.5502223968506
mps-uncap,0.5,77.6982307434082,62.97421455383301,104.77828979492188
mps-uncap,0.6,123.16274642944336,83.33468437194824,148.4379768371582
mps-uncap,0.7,180.99164962768555,80.87801933288574,222.73802757263184
mps-uncap,0.1,25.519847869873047,26.645421981811523,37.59908676147461
mps-uncap,0.2,38.10262680053711,27.05216407775879,70.68777084350586
mps-uncap,0.3,46.93746566772461,33.77175331115723,60.42838096618652
mps-uncap,0.4,70.96028327941895,60.577392578125,86.90595626831055
