mode,load,0_efficientnet_b6-4,1_mobilenet_v2-2,2_squeezenet1_0-16
mps-uncap,0.8,39.2458438873291,7.31339454650879,11.118531227111818
mps-uncap,0.9,134.73727703094477,19.402265548706055,22.683072090148944
mps-uncap,1.0,1295.8182811737065,24.802446365356445,81.1051607131958
mps-uncap,0.5,14.75811004638672,6.426095962524414,3.7180185317993164
mps-uncap,0.6,18.638563156127937,6.08668327331543,5.287647247314453
mps-uncap,0.7,26.33771896362306,5.756664276123046,7.49640464782715
mps-uncap,0.1,0.4892349243164133,1.6222000122070312,0.06959438323974612
mps-uncap,0.2,8.38918685913086,3.871679306030275,1.2182235717773426
mps-uncap,0.3,12.565827369689947,5.227065086364746,2.2993087768554683
mps-uncap,0.4,11.760759353637695,6.542778015136719,2.8475046157836927
