mode,load,0_efficientnet_b6-4,1_mobilenet_v2-2,2_squeezenet1_0-16
mps-uncap,0.8,23.11396598815918,4.485130310058594,5.940556526184082
mps-uncap,0.9,51.714301109313965,7.53331184387207,9.386062622070312
mps-uncap,1.0,833.4944248199463,9.713053703308105,29.007434844970703
mps-uncap,0.5,16.903042793273926,5.067110061645508,3.612995147705078
mps-uncap,0.6,17.503976821899414,4.375457763671875,3.9391517639160156
mps-uncap,0.7,19.03986930847168,4.120111465454102,4.616260528564453
mps-uncap,0.1,23.810148239135742,5.675673484802246,3.117203712463379
mps-uncap,0.2,18.877744674682617,5.495190620422363,3.1282901763916016
mps-uncap,0.3,18.039464950561523,5.589723587036133,3.2134056091308594
mps-uncap,0.4,17.837047576904297,5.535125732421875,3.3560991287231445
