mode,load,0_efficientnet_b6-4,1_mobilenet_v2-2,2_squeezenet1_0-16
mps-uncap,0.8,22.814273834228516,5.56492805480957,5.086421966552734
mps-uncap,0.9,22.782325744628906,5.482196807861328,4.966259002685547
mps-uncap,1.0,22.72629737854004,5.337715148925781,5.424976348876953
mps-uncap,0.5,22.052764892578125,6.757497787475586,4.289865493774414
mps-uncap,0.6,22.5217342376709,6.445407867431641,5.123138427734375
mps-uncap,0.7,21.4846134185791,6.585597991943359,4.584312438964844
mps-uncap,0.1,26.23605728149414,7.061243057250977,4.170894622802734
mps-uncap,0.2,27.81987190246582,6.884098052978516,4.273176193237305
mps-uncap,0.3,26.844263076782227,6.775140762329102,4.918575286865234
mps-uncap,0.4,27.700424194335938,6.803035736083984,4.496574401855469
