mode,load,0_efficientnet_b6-4,1_mobilenet_v2-2,2_squeezenet1_0-16
mps-uncap,0.8,7.401227951049805,1.4505386352539062,2.4809837341308594
mps-uncap,0.9,32.921671867370605,4.195213317871094,5.770444869995117
mps-uncap,1.0,812.7179145812988,6.277561187744141,25.136470794677734
mps-uncap,0.5,0.05519390106201172,0.1461505889892578,0.04458427429199219
mps-uncap,0.6,0.0553131103515625,0.316619873046875,0.15807151794433594
mps-uncap,0.7,2.0492076873779297,0.6394386291503906,1.2083053588867188
mps-uncap,0.1,0.0591278076171875,0.0476837158203125,0.04744529724121094
mps-uncap,0.2,0.056743621826171875,0.04410743713378906,0.04363059997558594
mps-uncap,0.3,0.05555152893066406,0.04506111145019531,0.04291534423828125
mps-uncap,0.4,0.05257129669189453,0.04601478576660156,0.044345855712890625
