mode,load,0_resnet101-8,1_resnet18-32,2_squeezenet1_0-8
mps-uncap,0.8,95.02816200256348,168.12944412231445,82.59701728820801
mps-uncap,0.9,568.4714317321777,1562.4971389770508,472.9001522064209
mps-uncap,1.0,3062.431573867798,10571.68436050415,161.2551212310791
mps-uncap,0.5,37.27245330810547,34.57999229431152,14.505147933959961
mps-uncap,0.6,57.19757080078125,76.98464393615723,31.811952590942383
mps-uncap,0.7,84.90562438964844,107.96213150024414,50.522804260253906
mps-uncap,0.1,19.884586334228516,9.778738021850586,6.485462188720703
mps-uncap,0.2,51.05113983154297,22.03679084777832,12.785673141479492
mps-uncap,0.3,36.022186279296875,20.35832405090332,11.47007942199707
mps-uncap,0.4,34.28912162780762,23.449420928955078,20.07889747619629
