mode,load,0_alexnet-8,1_densenet161-4,2_vgg11-4
mps-uncap,0.8,2.568960189819336,21.296262741088867,3.5791397094726562
mps-uncap,0.9,2.094745635986328,27.39691734313965,3.442525863647461
mps-uncap,1.0,2.1991729736328125,29.79576587677002,3.6211013793945312
mps-uncap,0.5,1.8775463104248047,18.664121627807617,2.802252769470215
mps-uncap,0.6,2.199411392211914,18.037080764770508,3.208637237548828
mps-uncap,0.7,2.0003318786621094,20.399928092956543,2.9990673065185547
mps-uncap,0.1,1.750946044921875,26.597261428833008,2.4411678314208984
mps-uncap,0.2,1.7147064208984375,19.135236740112305,2.293109893798828
mps-uncap,0.3,1.7535686492919922,18.894672393798828,2.4738311767578125
mps-uncap,0.4,1.8160343170166016,18.83101463317871,2.6276111602783203
