mode,load,0_densenet161-32,1_efficientnet_b5-2,2_efficientnet_b7-8,3_mobilenet_v2-32
mps-uncap,1.0,0.000476837158203125,0.007867813110351562,0.015020370483398438,0.000476837158203125
