mode,load,0_vgg13-4,1_densenet169-16,2_efficientnet_b6-4
mps-uncap,1.0,14.422178268432617,45.786380767822266,38.13529014587402
mig,1.0,15.688180923461914,49.37744140625,31.91685676574707
