mode,load,0_mobilenet_v3_large-4,1_mobilenet_v3_small-4,2_squeezenet1_1-8
mps-uncap,0.8,13.218307495117188,12.686252593994139,7.164645195007325
mps-uncap,0.9,23.817205429077145,29.93390560150148,8.485984802246094
mps-uncap,1.0,155.41782379150393,133.84289741516113,30.3727388381958
mps-uncap,0.5,8.868288993835447,7.288026809692384,5.132532119750977
mps-uncap,0.6,8.671712875366211,7.302403450012207,4.928040504455567
mps-uncap,0.7,10.513901710510254,8.907055854797363,5.434012413024902
mps-uncap,0.1,10.795354843139648,9.494543075561523,3.106236457824708
mps-uncap,0.2,13.17553520202637,11.750888824462889,4.629278182983398
mps-uncap,0.3,12.02247142791748,10.274624824523926,5.313849449157715
mps-uncap,0.4,9.909343719482422,9.20078754425049,5.563211441040039
