mode,load,0_mobilenet_v3_large-4,1_mobilenet_v3_small-4,2_squeezenet1_1-8
mps-uncap,0.8,21.679029464721683,19.491343498229973,12.07563877105713
mps-uncap,0.9,46.32806777954109,57.86988973617554,13.748507499694819
mps-uncap,1.0,209.90646362304682,173.4148645401002,47.152907848358154
mps-uncap,0.5,12.659134864807134,11.635851860046387,7.4034404754638565
mps-uncap,0.6,12.974998950958245,10.736966133117678,7.1268987655639675
mps-uncap,0.7,15.939087867736808,12.172083854675282,8.303697109222409
mps-uncap,0.1,9.481430053710938,9.135618209838862,2.551293373107902
mps-uncap,0.2,16.40886306762694,14.603786468505856,4.588415622711185
mps-uncap,0.3,16.358301639556846,13.85502099990844,6.561934947967524
mps-uncap,0.4,13.766527175903326,12.747585773468023,7.664294242858887
