mode,load,0_mobilenet_v3_large-4,1_mobilenet_v3_small-4,2_squeezenet1_1-8
mps-uncap,0.8,24.390916824340824,21.939845085144036,13.723099231719974
mps-uncap,0.9,49.196171760559174,60.341088771820075,15.337531566619864
mps-uncap,1.0,212.81476020812983,175.84669113159188,48.86175155639648
mps-uncap,0.5,15.976431369781517,14.51983213424683,9.148015975952147
mps-uncap,0.6,15.847644805908196,13.18337917327881,8.945348262786867
mps-uncap,0.7,18.688240051269524,14.633386135101313,9.948394298553449
mps-uncap,0.1,16.434907913208008,14.668898582458482,4.942381381988523
mps-uncap,0.2,22.007722854614244,19.678452014923078,7.057123184204102
mps-uncap,0.3,20.926289558410613,17.90066003799435,8.949608802795405
mps-uncap,0.4,17.45960235595703,15.833103656768818,9.745442867279055
