mode,load,0_mobilenet_v3_large-4,1_mobilenet_v3_small-4,2_squeezenet1_1-8
mps-uncap,0.8,34.888505935668945,26.04079246520996,24.684429168701172
mps-uncap,0.9,68.13311576843262,85.59560775756836,20.603418350219727
mps-uncap,1.0,236.64569854736328,189.1169548034668,65.67740440368652
mps-uncap,0.5,20.24531364440918,27.046680450439453,13.526439666748047
mps-uncap,0.6,23.76556396484375,17.395973205566406,16.46280288696289
mps-uncap,0.7,25.611400604248047,18.899917602539062,15.392541885375977
mps-uncap,0.1,20.724773406982422,15.923738479614258,4.89497184753418
mps-uncap,0.2,27.811765670776367,22.37105369567871,8.289337158203125
mps-uncap,0.3,34.35158729553223,27.362346649169922,15.333890914916992
mps-uncap,0.4,22.352218627929688,21.043062210083008,13.611078262329102
