mode,load,0_densenet121-2,1_mobilenet_v2-8,2_vgg13-32
mps-uncap,0.8,96.32782936096218,76.33604049682617,107.73123264312736
mps-uncap,0.9,411.754047870636,130.83978414535508,341.9276618957519
mps-uncap,1.0,843.2640171051034,847.1091032028196,765.2509450912473
mps-uncap,0.5,38.62559318542475,24.80565547943115,39.70080852508542
mps-uncap,0.6,47.35332727432252,34.29136276245127,60.87282896041868
mps-uncap,0.7,79.54908609390257,47.31049299240113,81.21733665466307
mps-uncap,0.1,9.393243789672843,2.289199829101562,13.572556972503667
mps-uncap,0.2,15.665709972381602,6.9895648956298615,13.98526191711425
mps-uncap,0.3,19.344139099121083,11.867189407348635,22.8922700881958
mps-uncap,0.4,28.027234077453624,16.26169443130498,29.025430679321293
