mode,load,0_densenet121-2,1_mobilenet_v2-8,2_vgg13-32
mps-uncap,0.8,49.747371673583984,16.84377670288086,17.059097290039062
mps-uncap,0.9,53.30158472061159,16.956427097320557,17.041244506835938
mps-uncap,1.0,56.37279987335209,17.073822021484375,17.27658748626709
mps-uncap,0.5,44.532756805419865,16.22234582901001,16.315000057220455
mps-uncap,0.6,48.05407524108889,16.396975517272953,16.69764518737793
mps-uncap,0.7,47.71785497665405,16.720733642578125,16.815204620361328
mps-uncap,0.1,26.72484397888182,15.56851863861084,15.508275032043457
mps-uncap,0.2,29.982483386993486,15.556230545043945,15.58352470397949
mps-uncap,0.3,39.127531051635735,16.021142005920414,15.811471939086912
mps-uncap,0.4,35.91291904449463,16.073391437530518,16.051368713378906
