mode,load,0_densenet121-2,1_mobilenet_v2-8,2_vgg13-32
mps-uncap,0.8,132.54656791687017,88.39630126953125,123.99189710617064
mps-uncap,0.9,450.05750179290794,144.6642184257507,358.0569171905517
mps-uncap,1.0,886.7592239379886,862.0057821273803,781.9951725006101
mps-uncap,0.5,61.2226009368895,36.8917179107666,55.37024021148678
mps-uncap,0.6,81.21873140335092,46.49446964263919,76.84050798416133
mps-uncap,0.7,111.56897783279418,60.23954391479493,97.61610984802245
mps-uncap,0.1,33.09240341186519,15.62964916229248,28.219296932220463
mps-uncap,0.2,32.97472000122072,15.745153427124025,28.535366058349602
mps-uncap,0.3,42.99486160278318,21.42274379730226,38.139200210571275
mps-uncap,0.4,47.259559631347656,27.56920099258429,44.42409038543702
