mode,load,0_densenet121-2,1_mobilenet_v2-8,2_vgg13-32
mps-uncap,0.8,6.892681121826172,2.1867752075195312,14.559745788574219
mps-uncap,0.9,6.882667541503906,2.172231674194336,14.55998420715332
mps-uncap,1.0,7.049798965454102,2.167224884033203,14.618158340454102
mps-uncap,0.5,7.026433944702148,2.2003650665283203,14.50037956237793
mps-uncap,0.6,7.019996643066406,2.197742462158203,14.538288116455078
mps-uncap,0.7,7.014989852905273,2.1800994873046875,14.521360397338867
mps-uncap,0.1,7.047414779663086,2.2649765014648438,14.510154724121094
mps-uncap,0.2,7.079124450683594,2.254486083984375,14.465570449829102
mps-uncap,0.3,7.324695587158203,2.294301986694336,14.482736587524414
mps-uncap,0.4,6.961345672607422,2.183198928833008,14.495849609375
